,text,url,state,state_abbr
263,MD_Lower_1992thru2000.zip (3.1 MB),https://thearp.org/documents/12750/MD_Lower_1992thru2000.zip,MD,MD
264,MD_CD_2002_2010.zip (6.7 MB),https://thearp.org/documents/11029/MD_CD_2002_2010.zip,MD,MD
265,md_upper_2002to2010.zip (11.5 MB),https://thearp.org/documents/10618/md_upper_2002to2010.zip,MD,MD
266,md_lower_2002to2010.zip (12.0 MB),https://thearp.org/documents/10690/md_lower_2002to2010.zip,MD,MD
267,MD_2012to2020_CD.zip (1.3 MB),https://thearp.org/documents/5048/MD_2012to2020_CD.zip,MD,MD
268,MD_2012to2020_SU.zip (5.0 MB),https://thearp.org/documents/5136/MD_2012to2020_SU.zip,MD,MD
269,MD_2012to2020_SL.zip (5.5 MB),https://thearp.org/documents/5177/MD_2012to2020_SL.zip,MD,MD
270,MD_CD_Enacted04042022.zip (807.7 KB),https://thearp.org/documents/755/MD_CD_Enacted04042022.zip,MD,MD
271,MD_SD_Enacted_01272022.zip (1.8 MB),https://thearp.org/documents/761/MD_SD_Enacted_01272022.zip,MD,MD
272,MD_LD_Enacted_01272022.zip (2.4 MB),https://thearp.org/documents/758/MD_LD_Enacted_01272022.zip,MD,MD
273,Massachusetts_CD_1992_2000.zip (66.7 KB),https://thearp.org/documents/12865/Massachusetts_CD_1992_2000.zip,MASSACHUSETTS,MA
274,ma_upper_1992to2000.zip (744.6 KB),https://thearp.org/documents/12749/ma_upper_1992to2000.zip,MA,MA
275,ma_lower_1994to2000.zip (1.4 MB),https://thearp.org/documents/12804/ma_lower_1994to2000.zip,MA,MA
276,MA_CD_2002_2010.zip (483.6 KB),https://thearp.org/documents/11028/MA_CD_2002_2010.zip,MA,MA
277,ma_upper_2002to2010.zip (3.2 MB),https://thearp.org/documents/10617/ma_upper_2002to2010.zip,MA,MA
278,ma_lower_2002.zip (893.9 KB),https://thearp.org/documents/10692/ma_lower_2002.zip,MA,MA
279,ma_lower_2004to2010.zip (3.8 MB),https://thearp.org/documents/10691/ma_lower_2004to2010.zip,MA,MA
280,MA_2012to2020_CD.zip (486.1 KB),https://thearp.org/documents/5047/MA_2012to2020_CD.zip,MA,MA
281,MA_2012to2020_SU.zip (1.5 MB),https://thearp.org/documents/5135/MA_2012to2020_SU.zip,MA,MA
282,MA_2012to2020_SL.zip (2.1 MB),https://thearp.org/documents/5176/MA_2012to2020_SL.zip,MA,MA
283,MA_CD_Enacted11222021_clip.zip (1.0 MB),https://thearp.org/documents/764/MA_CD_Enacted11222021_clip.zip,MA,MA
284,MA_SD_Enacted11052021.zip (1.5 MB),https://thearp.org/documents/770/MA_SD_Enacted11052021.zip,MA,MA
285,MA_LD_Enacted11042021_Final.zip (2.3 MB),https://thearp.org/documents/767/MA_LD_Enacted11042021_Final.zip,MA,MA
286,Michigan_CD_1992_2000.shp.zip (125.1 KB),https://thearp.org/documents/12866/Michigan_CD_1992_2000.shp.zip,MICHIGAN,MI
287,mi_upper_1992to2000.zip (548.2 KB),https://thearp.org/documents/12761/mi_upper_1992to2000.zip,MI,MI
288,mi_lower_1992to2000.zip (824.9 KB),https://thearp.org/documents/12760/mi_lower_1992to2000.zip,MI,MI
289,MI_CD_2002_2010.zip (796.2 KB),https://thearp.org/documents/11032/MI_CD_2002_2010.zip,MI,MI
290,mi_upper_2002to2010.zip (601.1 KB),https://thearp.org/documents/10620/mi_upper_2002to2010.zip,MI,MI
291,mi_lower_2002to2010.zip (957.0 KB),https://thearp.org/documents/10688/mi_lower_2002to2010.zip,MI,MI
292,MI_2012to2020_CD.zip (654.7 KB),https://thearp.org/documents/5050/MI_2012to2020_CD.zip,MI,MI
293,MI_2012to2020_SU.zip (2.1 MB),https://thearp.org/documents/5139/MI_2012to2020_SU.zip,MI,MI
294,MI_2012to2020_SL.zip (2.6 MB),https://thearp.org/documents/5180/MI_2012to2020_SL.zip,MI,MI
295,MI_CD_Enacted02262022.zip (414.6 KB),https://thearp.org/documents/17597/MI_CD_Enacted02262022.zip,MI,MI
296,MI_SD_Enacted02262022.zip (676.5 KB),https://thearp.org/documents/494/MI_SD_Enacted02262022.zip,MI,MI
297,MI_LD_Enacted02262022.zip (1.0 MB),https://thearp.org/documents/491/MI_LD_Enacted02262022.zip,MI,MI
298,mi_sd_2024_Remedial.zip (659.3 KB),https://thearp.org/documents/16772/mi_sd_2024_Remedial.zip,MI,MI
299,MI_HD_Remedial_03282024.zip (1.0 MB),https://thearp.org/documents/16102/MI_HD_Remedial_03282024.zip,MI,MI
300,MN_Upper_1992to2000.zip (1.8 MB),https://thearp.org/documents/12763/MN_Upper_1992to2000.zip,MN,MN
301,Minnesota_CD_1994_2000.zip (108.8 KB),https://thearp.org/documents/12867/Minnesota_CD_1994_2000.zip,MINNESOTA,MN
302,MN_CD_2002_2010.zip (882.3 KB),https://thearp.org/documents/11033/MN_CD_2002_2010.zip,MN,MN
303,mn_upper_2002to2010.zip (1.5 MB),https://thearp.org/documents/10621/mn_upper_2002to2010.zip,MN,MN
304,mn_lower_2002to2010.zip (1.9 MB),https://thearp.org/documents/10687/mn_lower_2002to2010.zip,MN,MN
305,MN_2012to2020_CD.zip (836.1 KB),https://thearp.org/documents/5051/MN_2012to2020_CD.zip,MN,MN
306,MN_2012to2020_SU.zip (1.7 MB),https://thearp.org/documents/5140/MN_2012to2020_SU.zip,MN,MN
307,MN_2012to2020_SL.zip (2.2 MB),https://thearp.org/documents/5181/MN_2012to2020_SL.zip,MN,MN
308,MN_CD_Enacted_06022022_Technical_Changes.zip (950.3 KB),https://thearp.org/documents/773/MN_CD_Enacted_06022022_Technical_Changes.zip,MN,MN
309,MN_SD_Enacted_06022022_Technical_Changes.zip (1.9 MB),https://thearp.org/documents/779/MN_SD_Enacted_06022022_Technical_Changes.zip,MN,MN
310,MN_LD_Enacted_06022022_Technical_Changes.zip (2.4 MB),https://thearp.org/documents/776/MN_LD_Enacted_06022022_Technical_Changes.zip,MN,MN
311,MN_SD_Enacted05242023.zip (1.9 MB),https://thearp.org/documents/13430/MN_SD_Enacted05242023.zip,MN,MN
312,MN_LD_Enacted05242023_kidEV60.zip (2.4 MB),https://thearp.org/documents/13429/MN_LD_Enacted05242023_kidEV60.zip,MN,MN
313,Mississippi_CD_1992_2000.zip (87.1 KB),https://thearp.org/documents/12868/Mississippi_CD_1992_2000.zip,MISSISSIPPI,MS
314,MS_SD_1992-2000.zip (816.7 KB),https://thearp.org/documents/12768/MS_SD_1992-2000.zip,MS,MS
315,MS_LD_1992-2000.zip (1.4 MB),https://thearp.org/documents/12766/MS_LD_1992-2000.zip,MS,MS
316,MS_CD_2002_2010.zip (902.4 KB),https://thearp.org/documents/11035/MS_CD_2002_2010.zip,MS,MS
317,ms_upper_2002to2010.zip (1.4 MB),https://thearp.org/documents/10623/ms_upper_2002to2010.zip,MS,MS
318,ms_lower_2002_2010.zip (2.6 MB),https://thearp.org/documents/10685/ms_lower_2002_2010.zip,MS,MS
319,MS_2010to2011_SU.zip (3.2 MB),https://thearp.org/documents/5142/MS_2010to2011_SU.zip,MS,MS
320,MS_2010to2011_SL.zip (6.3 MB),https://thearp.org/documents/5183/MS_2010to2011_SL.zip,MS,MS
321,MS_2012to2020_CD.zip (646.9 KB),https://thearp.org/documents/5053/MS_2012to2020_CD.zip,MS,MS
322,MS_2012to2020_SU.zip (3.0 MB),https://thearp.org/documents/5143/MS_2012to2020_SU.zip,MS,MS
323,MS_2012to2020_SL.zip (4.5 MB),https://thearp.org/documents/5184/MS_2012to2020_SL.zip,MS,MS
324,MS_CD_01242022_Enacted.zip (719.0 KB),https://thearp.org/documents/782/MS_CD_01242022_Enacted.zip,MS,MS
325,MS_SD_Enacted03312022.zip (3.1 MB),https://thearp.org/documents/788/MS_SD_Enacted03312022.zip,MS,MS
326,MS_LD_Enacted03312022.zip (4.7 MB),https://thearp.org/documents/785/MS_LD_Enacted03312022.zip,MS,MS
327,ms_sd_courtapproved05072025.zip (3.1 MB),https://thearp.org/documents/18292/ms_sd_courtapproved05072025.zip,MS,MS
328,MS_LD_Enacted05072025.zip (4.8 MB),https://thearp.org/documents/18291/MS_LD_Enacted05072025.zip,MS,MS
329,Missouri_CD_1992_2000.zip (109.6 KB),https://thearp.org/documents/12869/Missouri_CD_1992_2000.zip,MISSOURI,MO
330,mo_upper_1992to2000.zip (1.3 MB),https://thearp.org/documents/12765/mo_upper_1992to2000.zip,MO,MO
331,mo_lower_1992to2000.zip (2.8 MB),https://thearp.org/documents/12764/mo_lower_1992to2000.zip,MO,MO
332,MO_CD_2002_2010.zip (821.7 KB),https://thearp.org/documents/11034/MO_CD_2002_2010.zip,MO,MO
333,mo_upper_2002to2010.zip (1.3 MB),https://thearp.org/documents/10622/mo_upper_2002to2010.zip,MO,MO
334,mo_lower_2002to2010.zip (2.9 MB),https://thearp.org/documents/10686/mo_lower_2002to2010.zip,MO,MO
335,MO_2012to2020_CD.zip (859.6 KB),https://thearp.org/documents/5052/MO_2012to2020_CD.zip,MO,MO
336,MO_2012to2020_SU.zip (1.3 MB),https://thearp.org/documents/5141/MO_2012to2020_SU.zip,MO,MO
337,MO_2012to2020_SL.zip (2.9 MB),https://thearp.org/documents/5182/MO_2012to2020_SL.zip,MO,MO
338,MO_CD_Enacted05182022.zip (775.3 KB),https://thearp.org/documents/791/MO_CD_Enacted05182022.zip,MO,MO
339,MO_SD_Enacted03152022.zip (1.3 MB),https://thearp.org/documents/797/MO_SD_Enacted03152022.zip,MO,MO
340,MO_LD_Enacted01192022.zip (3.3 MB),https://thearp.org/documents/794/MO_LD_Enacted01192022.zip,MO,MO
341,MO_CD_MO_2025.zip (737.4 KB),https://thearp.org/documents/18733/MO_CD_MO_2025.zip,MO,MO
342,Montana_CD_1992_2000.zip (17.7 KB),https://thearp.org/documents/12870/Montana_CD_1992_2000.zip,MONTANA,MT
343,mt_upper_2003_2013.shp.zip (1.0 MB),https://thearp.org/documents/10624/mt_upper_2003_2013.shp.zip,MT,MT
344,mt_lower_2003_2013.zip (1.0 MB),https://thearp.org/documents/10684/mt_lower_2003_2013.zip,MT,MT
345,MT_2012to2020_CD.zip (202.2 KB),https://thearp.org/documents/5054/MT_2012to2020_CD.zip,MT,MT
346,MT_2012_SU.zip (2.8 MB),https://thearp.org/documents/5144/MT_2012_SU.zip,MT,MT
347,MT_2012_SL.zip (3.6 MB),https://thearp.org/documents/5185/MT_2012_SL.zip,MT,MT
348,MT_2014to2020_SU.zip (2.8 MB),https://thearp.org/documents/5145/MT_2014to2020_SU.zip,MT,MT
349,MT_2014to2020_SL.zip (3.6 MB),https://thearp.org/documents/5186/MT_2014to2020_SL.zip,MT,MT
350,MT_CP12_110122021.zip (658.4 KB),https://thearp.org/documents/800/MT_CP12_110122021.zip,MT,MT
351,MT_SD_Enacted02232023_Technical_Changes.zip (3.0 MB),https://thearp.org/documents/806/MT_SD_Enacted02232023_Technical_Changes.zip,MT,MT
352,MT_LD_Enacted02232023_Technical_Changes.zip (3.7 MB),https://thearp.org/documents/803/MT_LD_Enacted02232023_Technical_Changes.zip,MT,MT
353,Nebraska_CD_1992_2000.zip (43.2 KB),https://thearp.org/documents/12871/Nebraska_CD_1992_2000.zip,NEBRASKA,NE
354,ne_upper_1992to2000.zip (844.4 KB),https://thearp.org/documents/12773/ne_upper_1992to2000.zip,NE,NE
355,NE_CD_2002_2010.zip (298.5 KB),https://thearp.org/documents/10992/NE_CD_2002_2010.zip,NE,NE
356,ne_upper_2002to2010.zip (829.8 KB),https://thearp.org/documents/10628/ne_upper_2002to2010.zip,NE,NE
357,NE_2012to2020_CD.zip (264.3 KB),https://thearp.org/documents/5059/NE_2012to2020_CD.zip,NE,NE
358,NE_2012to2020_SU.zip (834.9 KB),https://thearp.org/documents/5150/NE_2012to2020_SU.zip,NE,NE
359,NE_Congress_Enacted_09302021_gADfJ09.zip (358.2 KB),https://thearp.org/documents/809/NE_Congress_Enacted_09302021_gADfJ09.zip,NE,NE
360,NE_Upper_Enacted_09302021_GBquMi7.zip (901.4 KB),https://thearp.org/documents/814/NE_Upper_Enacted_09302021_GBquMi7.zip,NE,NE
361,Nevada_CD_1992_2000.zip (18.3 KB),https://thearp.org/documents/12872/Nevada_CD_1992_2000.zip,NEVADA,NV
362,nv_upper_1992to2000_revised.zip (580.0 KB),https://thearp.org/documents/12780/nv_upper_1992to2000_revised.zip,NV,NV
363,nv_lower_1992to2000.zip (976.8 KB),https://thearp.org/documents/12779/nv_lower_1992to2000.zip,NV,NV
364,NV_CD_2002_2010.zip (319.5 KB),https://thearp.org/documents/10996/NV_CD_2002_2010.zip,NV,NV
365,nv_upper_2002to2010.zip (648.4 KB),https://thearp.org/documents/10633/nv_upper_2002to2010.zip,NV,NV
366,nv_lower_2002to2010.zip (875.0 KB),https://thearp.org/documents/10675/nv_lower_2002to2010.zip,NV,NV
367,NV_2012to2020_CD.zip (258.5 KB),https://thearp.org/documents/5063/NV_2012to2020_CD.zip,NV,NV
368,NV_2012to2020_SU.zip (576.3 KB),https://thearp.org/documents/5092/NV_2012to2020_SU.zip,NV,NV
369,NV_2012to2020_SL.zip (775.3 KB),https://thearp.org/documents/5194/NV_2012to2020_SL.zip,NV,NV
370,NV_CD_Amended_Enacted11162021.zip (338.9 KB),https://thearp.org/documents/817/NV_CD_Amended_Enacted11162021.zip,NV,NV
371,NV_SD_Amended_Enacted11162021.zip (638.7 KB),https://thearp.org/documents/823/NV_SD_Amended_Enacted11162021.zip,NV,NV
372,NV_LD_Amended_Enacted11162021.zip (851.5 KB),https://thearp.org/documents/820/NV_LD_Amended_Enacted11162021.zip,NV,NV
373,New_Hampshire_CD_1992_2000.zip (33.9 KB),https://thearp.org/documents/12873/New_Hampshire_CD_1992_2000.zip,NEW,NEW
374,nh_upper_1992to2000.zip (270.3 KB),https://thearp.org/documents/12774/nh_upper_1992to2000.zip,NH,NH
375,NH_CD_2002_2010.zip (233.9 KB),https://thearp.org/documents/10993/NH_CD_2002_2010.zip,NH,NH
376,nh_upper_2002.zip (158.8 KB),https://thearp.org/documents/10629/nh_upper_2002.zip,NH,NH
377,NH_lower_2002.zip (222.0 KB),https://thearp.org/documents/10679/NH_lower_2002.zip,NH,NH
378,nh_upper_2004to2010.zip (302.6 KB),https://thearp.org/documents/10630/nh_upper_2004to2010.zip,NH,NH
379,nh_lower_2004to2010.zip (431.7 KB),https://thearp.org/documents/10678/nh_lower_2004to2010.zip,NH,NH
380,NH_2012to2020_CD.zip (236.8 KB),https://thearp.org/documents/5060/NH_2012to2020_CD.zip,NH,NH
381,NH_2012to2020_SU.zip (594.2 KB),https://thearp.org/documents/5089/NH_2012to2020_SU.zip,NH,NH
382,NH_2012to2020_SL.zip (956.7 KB),https://thearp.org/documents/5191/NH_2012to2020_SL.zip,NH,NH
383,NH_CD_Enacted05312022.zip (322.1 KB),https://thearp.org/documents/826/NH_CD_Enacted05312022.zip,NH,NH
384,NH_SD_Enacted05062022.zip (603.5 KB),https://thearp.org/documents/832/NH_SD_Enacted05062022.zip,NH,NH
385,NH_LD_Regular_Enacted03232022_NE3Ymrn.zip (1019.3 KB),https://thearp.org/documents/829/NH_LD_Regular_Enacted03232022_NE3Ymrn.zip,NH,NH
386,NH_LD_Floterial_Enacted03232022_doxuB8L.zip (443.3 KB),https://thearp.org/documents/1024/NH_LD_Floterial_Enacted03232022_doxuB8L.zip,NH,NH
387,nj_upper_1992to2000.zip (1.0 MB),https://thearp.org/documents/12776/nj_upper_1992to2000.zip,NJ,NJ
388,nj_lower_1992to2000.zip (1.0 MB),https://thearp.org/documents/12775/nj_lower_1992to2000.zip,NJ,NJ
389,New_Jersey_CD_1998_2000.zip (92.9 KB),https://thearp.org/documents/12874/New_Jersey_CD_1998_2000.zip,NEW,NJ
390,nj_lower_2001to2011.zip (1.1 MB),https://thearp.org/documents/10677/nj_lower_2001to2011.zip,NJ,NJ
391,NJ_CD_2002_2010.zip (954.1 KB),https://thearp.org/documents/10994/NJ_CD_2002_2010.zip,NJ,NJ
392,nj_upper_2002to2010.zip (1.1 MB),https://thearp.org/documents/10631/nj_upper_2002to2010.zip,NJ,NJ
393,NJ_2011to2020_SU.zip (2.1 MB),https://thearp.org/documents/5090/NJ_2011to2020_SU.zip,NJ,NJ
394,NJ_2011to2020_SL.zip (2.1 MB),https://thearp.org/documents/5192/NJ_2011to2020_SL.zip,NJ,NJ
395,NJ_2012to2020_CD.zip (702.4 KB),https://thearp.org/documents/5061/NJ_2012to2020_CD.zip,NJ,NJ
396,NJ_CD_Enacted01062022.zip (920.4 KB),https://thearp.org/documents/835/NJ_CD_Enacted01062022.zip,NJ,NJ
397,NJ_SD_Enacted02232022.zip (1.9 MB),https://thearp.org/documents/841/NJ_SD_Enacted02232022.zip,NJ,NJ
398,NJ_LD_Enacted02232022.zip (1.9 MB),https://thearp.org/documents/838/NJ_LD_Enacted02232022.zip,NJ,NJ
399,New_Mexico_CD_1992_2000.zip (28.3 KB),https://thearp.org/documents/12875/New_Mexico_CD_1992_2000.zip,NEW,NM
400,nm_upper_1992to2000.zip (2.1 MB),https://thearp.org/documents/12778/nm_upper_1992to2000.zip,NM,NM
401,nm_lower_1992to2000.zip (2.5 MB),https://thearp.org/documents/12777/nm_lower_1992to2000.zip,NM,NM
402,NM_CD_2002_2010.zip (353.6 KB),https://thearp.org/documents/10995/NM_CD_2002_2010.zip,NM,NM
403,nm_upper_2002to2010.zip (2.2 MB),https://thearp.org/documents/10632/nm_upper_2002to2010.zip,NM,NM
404,nm_lower_2002to2010.zip (2.9 MB),https://thearp.org/documents/10676/nm_lower_2002to2010.zip,NM,NM
405,NM_2012to2020_CD.zip (301.5 KB),https://thearp.org/documents/5062/NM_2012to2020_CD.zip,NM,NM
406,NM_2012to2020_SU.zip (2.4 MB),https://thearp.org/documents/5091/NM_2012to2020_SU.zip,NM,NM
407,NM_2012to2020_SL.zip (3.2 MB),https://thearp.org/documents/5193/NM_2012to2020_SL.zip,NM,NM
408,NM_CD_enacted_12172021.zip (397.1 KB),https://thearp.org/documents/844/NM_CD_enacted_12172021.zip,NM,NM
409,NM_SD_Enacted01062022_5fwsHFT.zip (2.5 MB),https://thearp.org/documents/850/NM_SD_Enacted01062022_5fwsHFT.zip,NM,NM
410,NM_LD_Enacted12292021.zip (3.0 MB),https://thearp.org/documents/847/NM_LD_Enacted12292021.zip,NM,NM
411,ny_upper_1992to2000.zip (1.1 MB),https://thearp.org/documents/12782/ny_upper_1992to2000.zip,NY,NY
412,ny_lower_1992to2000.zip (1.7 MB),https://thearp.org/documents/12781/ny_lower_1992to2000.zip,NY,NY
413,New_York_CD_1998_2000.zip (190.7 KB),https://thearp.org/documents/12876/New_York_CD_1998_2000.zip,NEW,NY
414,NY_CD_2002_2010.zip (1.0 MB),https://thearp.org/documents/10997/NY_CD_2002_2010.zip,NY,NY
415,ny_upper_2002to2010.zip (1.2 MB),https://thearp.org/documents/10634/ny_upper_2002to2010.zip,NY,NY
416,ny_lower_2002to2010.zip (1.6 MB),https://thearp.org/documents/10674/ny_lower_2002to2010.zip,NY,NY
417,NY_2012to2020_CD.zip (800.9 KB),https://thearp.org/documents/5064/NY_2012to2020_CD.zip,NY,NY
418,NY_2012to2020_SU.zip (1.9 MB),https://thearp.org/documents/5093/NY_2012to2020_SU.zip,NY,NY
419,NY_2012to2020_SL.zip (2.3 MB),https://thearp.org/documents/5195/NY_2012to2020_SL.zip,NY,NY
420,NY_CD_06022022__tech_changes_FINAL_FElIzKn.zip (826.2 KB),https://thearp.org/documents/853/NY_CD_06022022__tech_changes_FINAL_FElIzKn.zip,NY,NY
421,NY_SD_06022022_Tech_Changes_FINAL_vht8mpb.zip (1.2 MB),https://thearp.org/documents/859/NY_SD_06022022_Tech_Changes_FINAL_vht8mpb.zip,NY,NY
422,NY_AD_02032022_Enacted02032022.zip (1.9 MB),https://thearp.org/documents/12608/NY_AD_02032022_Enacted02032022.zip,NY,NY
423,NY_CD_Enacted02282024.zip (852.1 KB),https://thearp.org/documents/15853/NY_CD_Enacted02282024.zip,NY,NY
424,NY_AD_Enacted_04242023.zip (1.8 MB),https://thearp.org/documents/13174/NY_AD_Enacted_04242023.zip,NY,NY
425,NC_CD_1992_1996shp.zip (332.2 KB),https://thearp.org/documents/12997/NC_CD_1992_1996shp.zip,NC,NC
426,nc_upper_1992to2000.zip (1.9 MB),https://thearp.org/documents/12770/nc_upper_1992to2000.zip,NC,NC
427,nc_lower_1992to2000.zip (2.6 MB),https://thearp.org/documents/12769/nc_lower_1992to2000.zip,NC,NC
428,NC_CD_1998.zip (123.0 KB),https://thearp.org/documents/12998/NC_CD_1998.zip,NC,NC
429,North_Carolina_CD_2000.zip (187.0 KB),https://thearp.org/documents/12877/North_Carolina_CD_2000.zip,NORTH,NORTH
430,NC_CD_2002_2010.zip (2.8 MB),https://thearp.org/documents/10991/NC_CD_2002_2010.zip,NC,NC
431,nc_upper_2002.zip (1.3 MB),https://thearp.org/documents/10625/nc_upper_2002.zip,NC,NC
432,nc_lower_2002.zip (2.5 MB),https://thearp.org/documents/10683/nc_lower_2002.zip,NC,NC
433,NC_upper_2004to2010.zip (1.2 MB),https://thearp.org/documents/10626/NC_upper_2004to2010.zip,NC,NC
434,nc_lower_2004to2008.zip (2.3 MB),https://thearp.org/documents/10682/nc_lower_2004to2008.zip,NC,NC
435,nc_lower_2010.zip (2.3 MB),https://thearp.org/documents/10681/nc_lower_2010.zip,NC,NC
436,NC_2012to2014_CD.zip (2.6 MB),https://thearp.org/documents/5055/NC_2012to2014_CD.zip,NC,NC
437,NC_2012to2016_SU.zip (3.2 MB),https://thearp.org/documents/5146/NC_2012to2016_SU.zip,NC,NC
438,NC_2012to2016_SL.zip (5.5 MB),https://thearp.org/documents/5187/NC_2012to2016_SL.zip,NC,NC
439,NC_2016to2018_CD.zip (1.4 MB),https://thearp.org/documents/5056/NC_2016to2018_CD.zip,NC,NC
440,NC_2018_SU.zip (3.4 MB),https://thearp.org/documents/5147/NC_2018_SU.zip,NC,NC
441,NC_2018_SL.zip (5.3 MB),https://thearp.org/documents/5188/NC_2018_SL.zip,NC,NC
442,NC_2020_CD.zip (1.5 MB),https://thearp.org/documents/5057/NC_2020_CD.zip,NC,NC
443,NC_2020_SU.zip (2.6 MB),https://thearp.org/documents/5148/NC_2020_SU.zip,NC,NC
444,NC_2020_SL.zip (4.7 MB),https://thearp.org/documents/5189/NC_2020_SL.zip,NC,NC
445,NC_CD_Enacted02232022.zip (2.0 MB),https://thearp.org/documents/557/NC_CD_Enacted02232022.zip,NC,NC
446,NC_SD_Enacted02232022.zip (3.8 MB),https://thearp.org/documents/561/NC_SD_Enacted02232022.zip,NC,NC
447,NC_LD_Enacted02232022.zip (5.3 MB),https://thearp.org/documents/559/NC_LD_Enacted02232022.zip,NC,NC
448,NC_CD_Enacted10252023.zip (2.4 MB),https://thearp.org/documents/14494/NC_CD_Enacted10252023.zip,NC,NC
449,NC_SD_Enacted10252023.zip (4.1 MB),https://thearp.org/documents/14500/NC_SD_Enacted10252023.zip,NC,NC
450,NC_LD_Enacted10252023.zip (5.6 MB),https://thearp.org/documents/14497/NC_LD_Enacted10252023.zip,NC,NC
451,nc_cd_2025.zip (2.4 MB),https://thearp.org/documents/18957/nc_cd_2025.zip,NC,NC
452,North_Dakota_CD_1992_2000.zip (27.0 KB),https://thearp.org/documents/12878/North_Dakota_CD_1992_2000.zip,NORTH,ND
453,nd_upper_1992to2000.zip (947.0 KB),https://thearp.org/documents/12772/nd_upper_1992to2000.zip,ND,ND
454,nd_lower_1992to2000.zip (950.4 KB),https://thearp.org/documents/12771/nd_lower_1992to2000.zip,ND,ND
455,nd_upper_2002to2010.zip (982.5 KB),https://thearp.org/documents/10627/nd_upper_2002to2010.zip,ND,ND
456,nd_lower_2002_2010.zip (981.7 KB),https://thearp.org/documents/10680/nd_lower_2002_2010.zip,ND,ND
457,ND_2012to2020_CD.zip (361.0 KB),https://thearp.org/documents/5058/ND_2012to2020_CD.zip,ND,ND
458,ND_2012to2020_SU.zip (1009.5 KB),https://thearp.org/documents/5149/ND_2012to2020_SU.zip,ND,ND
459,ND_2012to2020_SL.zip (1009.4 KB),https://thearp.org/documents/5190/ND_2012to2020_SL.zip,ND,ND
460,ND_US_Cong_2018.zip (359.2 KB),https://thearp.org/documents/862/ND_US_Cong_2018.zip,ND,ND
461,ND_SD_11122021.zip (1.1 MB),https://thearp.org/documents/868/ND_SD_11122021.zip,ND,ND
462,ND_LD_11122021.zip (1.2 MB),https://thearp.org/documents/865/ND_LD_11122021.zip,ND,ND
463,ND_SD_Enated01082024.zip (1.2 MB),https://thearp.org/documents/17377/ND_SD_Enated01082024.zip,ND,ND
464,ND_LD_Enated01082024.zip (1.2 MB),https://thearp.org/documents/17378/ND_LD_Enated01082024.zip,ND,ND
465,oh_upper_1992to2000.zip (1.0 MB),https://thearp.org/documents/12784/oh_upper_1992to2000.zip,OH,OH
466,Ohio_CD_1996_2000.zip (137.9 KB),https://thearp.org/documents/12879/Ohio_CD_1996_2000.zip,OHIO,OH
467,oh_lower_1996to2000.zip (1.7 MB),https://thearp.org/documents/12783/oh_lower_1996to2000.zip,OH,OH
468,OH_CD_2002_2010.zip (1.1 MB),https://thearp.org/documents/10998/OH_CD_2002_2010.zip,OH,OH
469,oh_upper_2002to2010.zip (1.3 MB),https://thearp.org/documents/10635/oh_upper_2002to2010.zip,OH,OH
470,oh_lower_2002to2010.zip (1.9 MB),https://thearp.org/documents/10673/oh_lower_2002to2010.zip,OH,OH
471,OH_2012to2020_CD.zip (1.1 MB),https://thearp.org/documents/5065/OH_2012to2020_CD.zip,OH,OH
472,OH_2012to2020_SU.zip (1.3 MB),https://thearp.org/documents/5094/OH_2012to2020_SU.zip,OH,OH
473,OH_2012to2020_SL.zip (2.0 MB),https://thearp.org/documents/5196/OH_2012to2020_SL.zip,OH,OH
474,OH_CD_Enacted03022022.zip (938.0 KB),https://thearp.org/documents/871/OH_CD_Enacted03022022.zip,OH,OH
475,OH_SD_Enacted05252022.zip (1.3 MB),https://thearp.org/documents/14413/OH_SD_Enacted05252022.zip,OH,OH
476,OH_LD_Enacted05252022.zip (2.1 MB),https://thearp.org/documents/14412/OH_LD_Enacted05252022.zip,OH,OH
477,OH_SD_Enacted09292023.zip (1.3 MB),https://thearp.org/documents/5714/OH_SD_Enacted09292023.zip,OH,OH
478,OH_LD_Enacted09292023.zip (2.2 MB),https://thearp.org/documents/5711/OH_LD_Enacted09292023.zip,OH,OH
479,OH_CD_10302025.zip (994.5 KB),https://thearp.org/documents/18960/OH_CD_10302025.zip,OH,OH
480,Oklahoma_CD_1992_2000.zip (80.9 KB),https://thearp.org/documents/12880/Oklahoma_CD_1992_2000.zip,OKLAHOMA,OK
481,ok_upper_1992to2000.zip (1.7 MB),https://thearp.org/documents/12786/ok_upper_1992to2000.zip,OK,OK
482,ok_lower_1992to2000.zip (2.3 MB),https://thearp.org/documents/12785/ok_lower_1992to2000.zip,OK,OK
483,OK_CD_2002_2010.zip (737.3 KB),https://thearp.org/documents/10999/OK_CD_2002_2010.zip,OK,OK
484,ok_upper_2002to2010.zip (1.4 MB),https://thearp.org/documents/10636/ok_upper_2002to2010.zip,OK,OK
485,ok_lower_2002to2010.zip (2.4 MB),https://thearp.org/documents/10672/ok_lower_2002to2010.zip,OK,OK
486,OK_2012to2020_CD.zip (640.2 KB),https://thearp.org/documents/5066/OK_2012to2020_CD.zip,OK,OK
487,OK_2012to2020_SU.zip (1.5 MB),https://thearp.org/documents/5095/OK_2012to2020_SU.zip,OK,OK
488,OK_2012to2020_SL.zip (2.4 MB),https://thearp.org/documents/5197/OK_2012to2020_SL.zip,OK,OK
