Election,OfficeName,VoteFor,CandidateID,CanFirstName,CanLastName,CanAffilCommit,County,Votes,PartyName,PartyAbbrev
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,MADISON,73406,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,MARION,9933,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,MONTGOMERY,7262,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,ALEXANDER,1794,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,CHRISTIAN,8300,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,CRAWFORD,5365,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,EDWARDS,1744,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,WHITE,4388,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,ST. CLAIR,59871,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,WILLIAMSON,16778,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,RANDOLPH,8329,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,EFFINGHAM,7680,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,RICHLAND,4403,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,SHELBY,5827,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,WASHINGTON,4130,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,WAYNE,3572,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,CLINTON,9142,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,JASPER,2871,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,FAYETTE,5491,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,JEFFERSON,8727,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,JOHNSON,2941,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,CLAY,3543,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,HAMILTON,2119,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3307,THOMAS M.,WELCH - YES,,SALINE,5262,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,PULASKI,594,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,FRANKLIN,3626,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,GALLATIN,709,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,JACKSON,3938,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,LAWRENCE,1353,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,WABASH,1007,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,PERRY,2093,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,MASSAC,1083,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,MONROE,2952,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,HARDIN,433,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,POPE,660,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,BOND,1302,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,UNION,1445,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,MADISON,18601,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,MARION,3210,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,MONTGOMERY,2528,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,ALEXANDER,645,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,CHRISTIAN,2122,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,CRAWFORD,1655,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,EDWARDS,617,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,WHITE,1669,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,ST. CLAIR,17557,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,WILLIAMSON,4800,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,RANDOLPH,2752,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,EFFINGHAM,3154,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,RICHLAND,1696,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,SHELBY,1804,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,WASHINGTON,1401,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,WAYNE,1950,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,CLINTON,3009,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,JASPER,883,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,FAYETTE,2081,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,JEFFERSON,2653,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,JOHNSON,1280,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,CLAY,1275,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,HAMILTON,1177,,
GE 2000,5TH APPELLATE - RETAIN WELCH,1,3308,THOMAS M.,WELCH - NO,,SALINE,2415,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,MASSAC,5126,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,JACKSON,13735,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,PULASKI,1508,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,ALEXANDER,1689,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,POPE,1267,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,UNION,4452,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,SALINE,5345,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,JOHNSON,3178,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3309,TERRY J.,FOSTER - YES,,WILLIAMSON,16892,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,MASSAC,876,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,JACKSON,3888,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,PULASKI,550,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,ALEXANDER,631,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,POPE,608,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,UNION,1423,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,SALINE,2245,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,JOHNSON,1205,,
GE 2000,1ST CIRCUIT - RETAIN FOSTER,1,3310,TERRY J.,FOSTER - NO,,WILLIAMSON,4684,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,MASSAC,3020,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,JACKSON,12016,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,PULASKI,1292,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,ALEXANDER,1537,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,POPE,1074,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,UNION,4105,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,SALINE,4687,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,JOHNSON,2812,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3311,DAVID W.,"WATT, JR. - YES",,WILLIAMSON,15899,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,MASSAC,1117,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,JACKSON,7149,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,PULASKI,634,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,ALEXANDER,663,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,POPE,692,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,UNION,1720,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,SALINE,2471,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,JOHNSON,1308,,
GE 2000,"1ST CIRCUIT - RETAIN WATT, JR.",1,3312,DAVID W.,"WATT, JR. - NO",,WILLIAMSON,5622,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,MASSAC,1146,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,JACKSON,4352,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,PULASKI,627,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,ALEXANDER,655,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,POPE,673,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,UNION,1543,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,SALINE,2399,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,JOHNSON,1299,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3315,RONALD R.,ECKISS - NO,,WILLIAMSON,4951,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,MASSAC,2973,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,JACKSON,13229,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,PULASKI,1253,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,ALEXANDER,1514,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,POPE,1076,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,UNION,4181,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,SALINE,4775,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,JOHNSON,2834,,
GE 2000,1ST CIRCUIT - RETAIN ECKISS,1,3314,RONALD R.,ECKISS - YES,,WILLIAMSON,17048,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,MASSAC,3220,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,JACKSON,13722,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,PULASKI,1613,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,ALEXANDER,2132,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,POPE,1124,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,UNION,4653,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,SALINE,4896,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,JOHNSON,2922,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3316,MARK H.,CLARKE - YES,,WILLIAMSON,16788,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,MASSAC,1079,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,JACKSON,4038,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,PULASKI,674,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,ALEXANDER,969,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,POPE,646,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,UNION,1515,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,SALINE,2333,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,JOHNSON,1239,,
GE 2000,1ST CIRCUIT - RETAIN CLARKE,1,3317,MARK H.,CLARKE - NO,,WILLIAMSON,4561,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,WABASH,3569,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,FRANKLIN,11411,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,GALLATIN,1607,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,CRAWFORD,5439,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,HARDIN,1459,,
GE 2000,2ND CIRCUIT - RETAIN SUTTON,1,3318,THOMAS H.,SUTTON - YES,,LAWRENCE,3615,,
